Order ID,Order Date,Vendor ID,Vendor Name,Employee ID,Location,Item,Bill Amount,Status
O49349,12-11-2024,V1,Food Corner 1,E1940,Pune,Non-Veg,171,Completed
O49497,12-11-2024,V1,Food Corner 1,E1943,Pune,Non-Veg,297,Canceled
O49730,12-11-2024,V1,Food Corner 1,E1948,Pune,Non-Veg,106,Completed
O49966,12-11-2024,V4,Food Corner 4,E1953,Delhi,Veg,211,Completed
O50016,12-11-2024,V3,Food Corner 3,E1954,Hyderabad,Non-Veg,100,Canceled
O50061,12-11-2024,V3,Food Corner 3,E1955,Mumbai,Non-Veg,289,Completed
O50159,12-11-2024,V5,Food Corner 5,E1957,Hyderabad,Veg,215,Canceled
O50348,12-11-2024,V3,Food Corner 3,E1961,Delhi,Non-Veg,273,Canceled
O50676,12-11-2024,V4,Food Corner 4,E1968,Chennai,Veg,224,Completed
O50721,12-11-2024,V5,Food Corner 5,E1969,Pune,Non-Veg,233,Canceled
O51005,12-11-2024,V1,Food Corner 1,E1975,Kolkata,Non-Veg,275,Completed
O51053,12-11-2024,V5,Food Corner 5,E1976,Ahmedabad,Non-Veg,222,Canceled
O51193,12-11-2024,V2,Food Corner 2,E1979,Lucknow,Non-Veg,214,Canceled
O51239,12-11-2024,V5,Food Corner 5,E1980,Hyderabad,Non-Veg,249,Canceled
O51431,12-11-2024,V4,Food Corner 4,E1984,Bangalore,Non-Veg,237,Completed
O51477,12-11-2024,V1,Food Corner 1,E1985,Hyderabad,Veg,192,Completed
O51711,12-11-2024,V4,Food Corner 4,E1990,Hyderabad,Veg,241,Completed
O51757,12-11-2024,V1,Food Corner 1,E1991,Mumbai,Non-Veg,220,Completed
O51852,12-11-2024,V2,Food Corner 2,E1993,Jaipur,Non-Veg,270,Canceled
O51998,12-11-2024,V4,Food Corner 4,E1996,Pune,Veg,198,Completed
O5063,13-11-2024,V2,Food Corner 2,E1001,Delhi,Non-Veg,285,Canceled
O5157,13-11-2024,V4,Food Corner 4,E1003,Chennai,Non-Veg,286,Completed
O5383,13-11-2024,V2,Food Corner 2,E1008,Hyderabad,Non-Veg,143,Canceled
O5579,13-11-2024,V2,Food Corner 2,E1012,Jaipur,Non-Veg,244,Completed
O5717,13-11-2024,V2,Food Corner 2,E1015,Chennai,Veg,135,Completed
O5760,13-11-2024,V5,Food Corner 5,E1016,Jaipur,Non-Veg,276,Canceled
O5998,13-11-2024,V5,Food Corner 5,E1021,Bangalore,Veg,112,Canceled
O6142,13-11-2024,V5,Food Corner 5,E1024,Chennai,Non-Veg,237,Completed
O6187,13-11-2024,V3,Food Corner 3,E1025,Mumbai,Veg,263,Canceled
O6235,13-11-2024,V2,Food Corner 2,E1026,Lucknow,Non-Veg,121,Completed
O6280,13-11-2024,V5,Food Corner 5,E1027,Kolkata,Non-Veg,270,Canceled
O6373,13-11-2024,V1,Food Corner 1,E1029,Pune,Veg,231,Completed
O6419,13-11-2024,V4,Food Corner 4,E1030,Chennai,Veg,158,Completed
O6564,13-11-2024,V1,Food Corner 1,E1033,Pune,Non-Veg,126,Completed
O6712,13-11-2024,V2,Food Corner 2,E1036,Bangalore,Non-Veg,186,Completed
O6994,13-11-2024,V4,Food Corner 4,E1042,Pune,Non-Veg,123,Canceled
O7088,13-11-2024,V4,Food Corner 4,E1044,Chennai,Non-Veg,211,Completed
O7316,13-11-2024,V1,Food Corner 1,E1049,Chennai,Veg,205,Canceled
O7417,13-11-2024,V1,Food Corner 1,E1051,Ahmedabad,Veg,239,Completed
O7550,13-11-2024,V2,Food Corner 2,E1054,Pune,Non-Veg,273,Canceled
O7699,13-11-2024,V5,Food Corner 5,E1057,Jaipur,Non-Veg,249,Canceled
O7745,13-11-2024,V3,Food Corner 3,E1058,Kolkata,Veg,244,Canceled
O7794,13-11-2024,V5,Food Corner 5,E1059,Jaipur,Veg,107,Completed
O7839,13-11-2024,V1,Food Corner 1,E1060,Hyderabad,Non-Veg,290,Completed
O7883,13-11-2024,V1,Food Corner 1,E1061,Ahmedabad,Non-Veg,260,Canceled
O8027,13-11-2024,V2,Food Corner 2,E1064,Chennai,Veg,103,Completed
O8073,13-11-2024,V1,Food Corner 1,E1065,Jaipur,Non-Veg,155,Completed
O8458,13-11-2024,V3,Food Corner 3,E1073,Lucknow,Non-Veg,223,Canceled
O8976,13-11-2024,V2,Food Corner 2,E1084,Lucknow,Veg,214,Completed
O9024,13-11-2024,V5,Food Corner 5,E1085,Jaipur,Veg,189,Canceled
O9115,13-11-2024,V3,Food Corner 3,E1087,Chennai,Non-Veg,175,Canceled
O9256,13-11-2024,V3,Food Corner 3,E1090,Chennai,Veg,222,Canceled
O9398,13-11-2024,V3,Food Corner 3,E1093,Lucknow,Non-Veg,132,Completed
O9448,13-11-2024,V5,Food Corner 5,E1094,Hyderabad,Non-Veg,257,Canceled
O9634,13-11-2024,V3,Food Corner 3,E1098,Lucknow,Veg,253,Completed
O9730,13-11-2024,V4,Food Corner 4,E1100,Delhi,Non-Veg,198,Canceled
O9774,13-11-2024,V5,Food Corner 5,E1101,Bangalore,Non-Veg,251,Canceled
O9869,13-11-2024,V2,Food Corner 2,E1103,Ahmedabad,Non-Veg,232,Canceled
O9959,13-11-2024,V5,Food Corner 5,E1105,Hyderabad,Non-Veg,219,Canceled
O10248,13-11-2024,V1,Food Corner 1,E1111,Delhi,Veg,286,Canceled
O10530,13-11-2024,V1,Food Corner 1,E1117,Jaipur,Veg,252,Canceled
O10716,13-11-2024,V5,Food Corner 5,E1121,Chennai,Veg,194,Completed
O10997,13-11-2024,V1,Food Corner 1,E1127,Mumbai,Veg,143,Canceled
O11090,13-11-2024,V4,Food Corner 4,E1129,Lucknow,Non-Veg,172,Canceled
O11235,13-11-2024,V2,Food Corner 2,E1132,Kolkata,Veg,101,Canceled
O11279,13-11-2024,V2,Food Corner 2,E1133,Bangalore,Veg,130,Completed
O11369,13-11-2024,V5,Food Corner 5,E1135,Jaipur,Veg,115,Completed
O11561,13-11-2024,V2,Food Corner 2,E1139,Mumbai,Non-Veg,128,Completed
O11658,13-11-2024,V2,Food Corner 2,E1141,Lucknow,Non-Veg,250,Canceled
O11983,13-11-2024,V5,Food Corner 5,E1148,Jaipur,Veg,248,Completed
O12029,13-11-2024,V3,Food Corner 3,E1149,Ahmedabad,Veg,129,Canceled
O12116,13-11-2024,V2,Food Corner 2,E1151,Mumbai,Veg,273,Completed
O12207,13-11-2024,V3,Food Corner 3,E1153,Kolkata,Veg,153,Completed
O12256,13-11-2024,V4,Food Corner 4,E1154,Pune,Veg,172,Completed
O12300,13-11-2024,V1,Food Corner 1,E1155,Chennai,Non-Veg,243,Completed
O12536,13-11-2024,V2,Food Corner 2,E1160,Mumbai,Veg,233,Completed
O12682,13-11-2024,V2,Food Corner 2,E1163,Chennai,Non-Veg,138,Completed
O12731,13-11-2024,V1,Food Corner 1,E1164,Ahmedabad,Veg,101,Canceled
O12868,13-11-2024,V4,Food Corner 4,E1167,Lucknow,Non-Veg,197,Canceled
O13009,13-11-2024,V1,Food Corner 1,E1170,Bangalore,Veg,233,Completed
O13105,13-11-2024,V3,Food Corner 3,E1172,Bangalore,Veg,185,Completed
O13150,13-11-2024,V1,Food Corner 1,E1173,Bangalore,Non-Veg,157,Canceled
O13336,13-11-2024,V1,Food Corner 1,E1177,Kolkata,Non-Veg,130,Canceled
O13384,13-11-2024,V4,Food Corner 4,E1178,Ahmedabad,Veg,238,Completed
O13574,13-11-2024,V4,Food Corner 4,E1182,Bangalore,Veg,152,Completed
O13622,13-11-2024,V1,Food Corner 1,E1183,Kolkata,Non-Veg,184,Completed
O13761,13-11-2024,V4,Food Corner 4,E1186,Bangalore,Non-Veg,277,Completed
O13897,13-11-2024,V1,Food Corner 1,E1189,Ahmedabad,Veg,129,Completed
O14282,13-11-2024,V5,Food Corner 5,E1197,Kolkata,Veg,274,Canceled
O14422,13-11-2024,V5,Food Corner 5,E1200,Hyderabad,Non-Veg,242,Completed
O14469,13-11-2024,V5,Food Corner 5,E1201,Hyderabad,Veg,264,Completed
O14657,13-11-2024,V2,Food Corner 2,E1205,Ahmedabad,Veg,257,Completed
O14750,13-11-2024,V4,Food Corner 4,E1207,Chennai,Non-Veg,159,Completed
O14846,13-11-2024,V1,Food Corner 1,E1209,Lucknow,Veg,220,Completed
O15087,13-11-2024,V2,Food Corner 2,E1214,Mumbai,Veg,118,Completed
O15277,13-11-2024,V4,Food Corner 4,E1218,Kolkata,Veg,200,Canceled
O15467,13-11-2024,V3,Food Corner 3,E1222,Chennai,Non-Veg,117,Canceled
O15705,13-11-2024,V3,Food Corner 3,E1227,Chennai,Non-Veg,171,Completed
O15750,13-11-2024,V1,Food Corner 1,E1228,Lucknow,Veg,124,Completed
O15837,13-11-2024,V3,Food Corner 3,E1230,Hyderabad,Non-Veg,167,Canceled
O16119,13-11-2024,V3,Food Corner 3,E1236,Lucknow,Non-Veg,278,Canceled
O16213,13-11-2024,V4,Food Corner 4,E1238,Bangalore,Non-Veg,235,Canceled
O16407,13-11-2024,V4,Food Corner 4,E1242,Jaipur,Non-Veg,283,Canceled
O16543,13-11-2024,V1,Food Corner 1,E1245,Jaipur,Veg,176,Canceled
O16588,13-11-2024,V4,Food Corner 4,E1246,Chennai,Non-Veg,146,Canceled
O16682,13-11-2024,V1,Food Corner 1,E1248,Delhi,Veg,141,Canceled
O16726,13-11-2024,V1,Food Corner 1,E1249,Ahmedabad,Non-Veg,170,Completed
O16775,13-11-2024,V1,Food Corner 1,E1250,Bangalore,Non-Veg,269,Canceled
O16868,13-11-2024,V4,Food Corner 4,E1252,Hyderabad,Veg,115,Canceled
O17009,13-11-2024,V1,Food Corner 1,E1255,Lucknow,Non-Veg,298,Completed
O17148,13-11-2024,V2,Food Corner 2,E1258,Bangalore,Veg,152,Canceled
O17193,13-11-2024,V5,Food Corner 5,E1259,Bangalore,Veg,117,Completed
O17429,13-11-2024,V2,Food Corner 2,E1264,Pune,Non-Veg,167,Completed
O17526,13-11-2024,V3,Food Corner 3,E1266,Delhi,Non-Veg,106,Canceled
O17674,13-11-2024,V1,Food Corner 1,E1269,Pune,Non-Veg,243,Completed
O17912,13-11-2024,V5,Food Corner 5,E1274,Bangalore,Non-Veg,208,Canceled
O17958,13-11-2024,V3,Food Corner 3,E1275,Bangalore,Veg,176,Completed
O18003,13-11-2024,V3,Food Corner 3,E1276,Delhi,Veg,147,Completed
O18101,13-11-2024,V3,Food Corner 3,E1278,Pune,Veg,279,Canceled
O18242,13-11-2024,V4,Food Corner 4,E1281,Mumbai,Non-Veg,271,Canceled
O18291,13-11-2024,V3,Food Corner 3,E1282,Mumbai,Non-Veg,195,Completed
O18381,13-11-2024,V1,Food Corner 1,E1284,Chennai,Non-Veg,138,Completed
O18475,13-11-2024,V1,Food Corner 1,E1286,Ahmedabad,Non-Veg,210,Completed
O18519,13-11-2024,V3,Food Corner 3,E1287,Bangalore,Non-Veg,184,Canceled
O18614,13-11-2024,V3,Food Corner 3,E1289,Pune,Non-Veg,230,Completed
O18710,13-11-2024,V4,Food Corner 4,E1291,Bangalore,Veg,289,Canceled
O18760,13-11-2024,V1,Food Corner 1,E1292,Kolkata,Non-Veg,223,Canceled
O18995,13-11-2024,V4,Food Corner 4,E1297,Mumbai,Veg,271,Canceled
O19039,13-11-2024,V4,Food Corner 4,E1298,Kolkata,Veg,268,Canceled
O19276,13-11-2024,V5,Food Corner 5,E1303,Pune,Veg,243,Completed
O19322,13-11-2024,V1,Food Corner 1,E1304,Lucknow,Veg,160,Canceled
O19417,13-11-2024,V1,Food Corner 1,E1306,Chennai,Non-Veg,127,Canceled
O19513,13-11-2024,V5,Food Corner 5,E1308,Ahmedabad,Non-Veg,218,Canceled
O19608,13-11-2024,V2,Food Corner 2,E1310,Chennai,Veg,162,Completed
O19752,13-11-2024,V4,Food Corner 4,E1313,Chennai,Veg,136,Completed
O19799,13-11-2024,V2,Food Corner 2,E1314,Mumbai,Non-Veg,161,Completed
O19893,13-11-2024,V3,Food Corner 3,E1316,Lucknow,Veg,143,Canceled
O19986,13-11-2024,V4,Food Corner 4,E1318,Hyderabad,Non-Veg,116,Canceled
O20274,13-11-2024,V1,Food Corner 1,E1324,Delhi,Veg,160,Canceled
O20370,13-11-2024,V3,Food Corner 3,E1326,Jaipur,Veg,229,Completed
O20466,13-11-2024,V2,Food Corner 2,E1328,Chennai,Veg,164,Canceled
O20561,13-11-2024,V4,Food Corner 4,E1330,Delhi,Non-Veg,263,Completed
O20650,13-11-2024,V3,Food Corner 3,E1332,Kolkata,Veg,290,Completed
O20697,13-11-2024,V3,Food Corner 3,E1333,Lucknow,Non-Veg,229,Canceled
O20746,13-11-2024,V4,Food Corner 4,E1334,Mumbai,Veg,132,Canceled
O20937,13-11-2024,V4,Food Corner 4,E1338,Hyderabad,Non-Veg,244,Completed
O21028,13-11-2024,V3,Food Corner 3,E1340,Delhi,Veg,125,Canceled
O21077,13-11-2024,V4,Food Corner 4,E1341,Mumbai,Non-Veg,173,Completed
O21168,13-11-2024,V5,Food Corner 5,E1343,Bangalore,Non-Veg,270,Canceled
O21401,13-11-2024,V3,Food Corner 3,E1348,Chennai,Non-Veg,187,Completed
O21496,13-11-2024,V1,Food Corner 1,E1350,Pune,Veg,106,Completed
O21730,13-11-2024,V5,Food Corner 5,E1355,Pune,Veg,287,Completed
O22064,13-11-2024,V1,Food Corner 1,E1362,Kolkata,Veg,133,Completed
O22108,13-11-2024,V4,Food Corner 4,E1363,Pune,Non-Veg,297,Canceled
O22289,13-11-2024,V1,Food Corner 1,E1367,Lucknow,Veg,295,Canceled
O22380,13-11-2024,V3,Food Corner 3,E1369,Chennai,Non-Veg,236,Canceled
O22425,13-11-2024,V2,Food Corner 2,E1370,Hyderabad,Veg,211,Completed
O22657,13-11-2024,V5,Food Corner 5,E1375,Ahmedabad,Non-Veg,188,Completed
O22941,13-11-2024,V3,Food Corner 3,E1381,Chennai,Veg,122,Canceled
O23327,13-11-2024,V1,Food Corner 1,E1389,Bangalore,Non-Veg,124,Completed
O23374,13-11-2024,V1,Food Corner 1,E1390,Chennai,Veg,253,Completed
O23516,13-11-2024,V4,Food Corner 4,E1393,Mumbai,Non-Veg,249,Canceled
O23560,13-11-2024,V5,Food Corner 5,E1394,Lucknow,Non-Veg,248,Completed
O23652,13-11-2024,V2,Food Corner 2,E1396,Kolkata,Non-Veg,283,Canceled
O23702,13-11-2024,V3,Food Corner 3,E1397,Mumbai,Veg,115,Completed
O23795,13-11-2024,V4,Food Corner 4,E1399,Delhi,Veg,229,Completed
O23842,13-11-2024,V3,Food Corner 3,E1400,Ahmedabad,Non-Veg,106,Completed
O23938,13-11-2024,V5,Food Corner 5,E1402,Hyderabad,Non-Veg,264,Completed
O23986,13-11-2024,V3,Food Corner 3,E1403,Mumbai,Non-Veg,120,Completed
O24033,13-11-2024,V5,Food Corner 5,E1404,Pune,Non-Veg,234,Completed
O24081,13-11-2024,V2,Food Corner 2,E1405,Bangalore,Veg,219,Completed
O24221,13-11-2024,V2,Food Corner 2,E1408,Ahmedabad,Veg,234,Canceled
O24604,13-11-2024,V2,Food Corner 2,E1416,Chennai,Veg,165,Canceled
O24652,13-11-2024,V2,Food Corner 2,E1417,Chennai,Non-Veg,208,Completed
O24841,13-11-2024,V5,Food Corner 5,E1421,Jaipur,Non-Veg,135,Canceled
O25079,13-11-2024,V2,Food Corner 2,E1426,Mumbai,Non-Veg,202,Completed
O25124,13-11-2024,V2,Food Corner 2,E1427,Chennai,Non-Veg,159,Canceled
O25308,13-11-2024,V4,Food Corner 4,E1431,Lucknow,Veg,295,Completed
O25354,13-11-2024,V3,Food Corner 3,E1432,Kolkata,Non-Veg,196,Completed
O25499,13-11-2024,V3,Food Corner 3,E1435,Bangalore,Non-Veg,135,Canceled
O25547,13-11-2024,V1,Food Corner 1,E1436,Kolkata,Non-Veg,298,Completed
O25685,13-11-2024,V3,Food Corner 3,E1439,Jaipur,Non-Veg,198,Completed
O25733,13-11-2024,V4,Food Corner 4,E1440,Kolkata,Veg,246,Completed
O25777,13-11-2024,V4,Food Corner 4,E1441,Ahmedabad,Non-Veg,184,Completed
O25825,13-11-2024,V5,Food Corner 5,E1442,Bangalore,Non-Veg,153,Completed
O25874,13-11-2024,V4,Food Corner 4,E1443,Pune,Veg,194,Canceled
O26210,13-11-2024,V3,Food Corner 3,E1450,Bangalore,Veg,230,Canceled
O26346,13-11-2024,V1,Food Corner 1,E1453,Hyderabad,Veg,126,Canceled
O26440,13-11-2024,V3,Food Corner 3,E1455,Mumbai,Non-Veg,281,Canceled
O26582,13-11-2024,V4,Food Corner 4,E1458,Delhi,Veg,164,Canceled
O26819,13-11-2024,V3,Food Corner 3,E1463,Chennai,Veg,138,Canceled
O26917,13-11-2024,V5,Food Corner 5,E1465,Chennai,Non-Veg,296,Canceled
O27015,13-11-2024,V1,Food Corner 1,E1467,Bangalore,Veg,167,Canceled
O27106,13-11-2024,V4,Food Corner 4,E1469,Jaipur,Veg,168,Completed
O27298,13-11-2024,V3,Food Corner 3,E1473,Delhi,Veg,190,Completed
O27393,13-11-2024,V1,Food Corner 1,E1475,Hyderabad,Veg,213,Canceled
O27587,13-11-2024,V1,Food Corner 1,E1479,Hyderabad,Veg,143,Canceled
O27870,13-11-2024,V1,Food Corner 1,E1485,Chennai,Non-Veg,265,Completed
O27919,13-11-2024,V2,Food Corner 2,E1486,Mumbai,Veg,177,Completed
O27966,13-11-2024,V5,Food Corner 5,E1487,Jaipur,Non-Veg,232,Canceled
O28058,13-11-2024,V1,Food Corner 1,E1489,Pune,Non-Veg,173,Completed
O28245,13-11-2024,V1,Food Corner 1,E1493,Ahmedabad,Veg,229,Canceled
O28290,13-11-2024,V3,Food Corner 3,E1494,Pune,Non-Veg,113,Completed
O28337,13-11-2024,V2,Food Corner 2,E1495,Ahmedabad,Non-Veg,286,Canceled
O28384,13-11-2024,V1,Food Corner 1,E1496,Lucknow,Veg,102,Completed
O28479,13-11-2024,V1,Food Corner 1,E1498,Pune,Veg,288,Completed
O28528,13-11-2024,V1,Food Corner 1,E1499,Chennai,Non-Veg,196,Completed
O28569,13-11-2024,V3,Food Corner 3,E1500,Hyderabad,Veg,137,Canceled
O28715,13-11-2024,V4,Food Corner 4,E1503,Pune,Veg,217,Canceled
O28766,13-11-2024,V5,Food Corner 5,E1504,Delhi,Veg,191,Completed
O28948,13-11-2024,V4,Food Corner 4,E1508,Pune,Veg,271,Completed
O29090,13-11-2024,V1,Food Corner 1,E1511,Pune,Non-Veg,146,Completed
O29325,13-11-2024,V1,Food Corner 1,E1516,Pune,Veg,151,Completed
O29374,13-11-2024,V2,Food Corner 2,E1517,Ahmedabad,Veg,267,Canceled
O29468,13-11-2024,V4,Food Corner 4,E1519,Hyderabad,Non-Veg,109,Canceled
O29514,13-11-2024,V4,Food Corner 4,E1520,Hyderabad,Non-Veg,296,Completed
O29752,13-11-2024,V1,Food Corner 1,E1525,Pune,Non-Veg,269,Completed
O29841,13-11-2024,V1,Food Corner 1,E1527,Jaipur,Non-Veg,125,Completed
O29890,13-11-2024,V3,Food Corner 3,E1528,Chennai,Veg,127,Canceled
O30028,13-11-2024,V3,Food Corner 3,E1531,Kolkata,Non-Veg,262,Completed
O30126,13-11-2024,V2,Food Corner 2,E1533,Lucknow,Veg,292,Canceled
O30222,13-11-2024,V3,Food Corner 3,E1535,Pune,Veg,195,Canceled
O30361,13-11-2024,V4,Food Corner 4,E1538,Lucknow,Non-Veg,270,Canceled
O30456,13-11-2024,V4,Food Corner 4,E1540,Bangalore,Non-Veg,247,Canceled
O30502,13-11-2024,V2,Food Corner 2,E1541,Ahmedabad,Veg,139,Canceled
O30595,13-11-2024,V4,Food Corner 4,E1543,Hyderabad,Veg,264,Completed
O30819,13-11-2024,V5,Food Corner 5,E1548,Kolkata,Veg,256,Completed
O31148,13-11-2024,V2,Food Corner 2,E1555,Jaipur,Veg,117,Completed
O31339,13-11-2024,V5,Food Corner 5,E1559,Chennai,Non-Veg,208,Canceled
O31433,13-11-2024,V2,Food Corner 2,E1561,Bangalore,Veg,159,Canceled
O31484,13-11-2024,V2,Food Corner 2,E1562,Lucknow,Veg,234,Canceled
O31717,13-11-2024,V5,Food Corner 5,E1567,Kolkata,Non-Veg,248,Canceled
O32289,13-11-2024,V5,Food Corner 5,E1579,Ahmedabad,Non-Veg,175,Canceled
O32336,13-11-2024,V2,Food Corner 2,E1580,Kolkata,Veg,167,Canceled
O32571,13-11-2024,V4,Food Corner 4,E1585,Delhi,Non-Veg,143,Completed
O32716,13-11-2024,V4,Food Corner 4,E1588,Chennai,Non-Veg,223,Completed
O32765,13-11-2024,V4,Food Corner 4,E1589,Jaipur,Non-Veg,140,Completed
O33000,13-11-2024,V3,Food Corner 3,E1594,Hyderabad,Veg,123,Canceled
O33096,13-11-2024,V5,Food Corner 5,E1596,Pune,Non-Veg,256,Completed
O33145,13-11-2024,V5,Food Corner 5,E1597,Delhi,Veg,274,Completed
O33193,13-11-2024,V3,Food Corner 3,E1598,Mumbai,Non-Veg,142,Canceled
O33240,13-11-2024,V4,Food Corner 4,E1599,Bangalore,Veg,147,Canceled
O33473,13-11-2024,V3,Food Corner 3,E1604,Jaipur,Non-Veg,269,Canceled
O33613,13-11-2024,V3,Food Corner 3,E1607,Jaipur,Non-Veg,194,Completed
O33661,13-11-2024,V1,Food Corner 1,E1608,Ahmedabad,Non-Veg,219,Canceled
O33711,13-11-2024,V3,Food Corner 3,E1609,Lucknow,Veg,100,Canceled
O34087,13-11-2024,V5,Food Corner 5,E1617,Pune,Veg,166,Completed
O34138,13-11-2024,V1,Food Corner 1,E1618,Lucknow,Veg,141,Completed
O34233,13-11-2024,V1,Food Corner 1,E1620,Bangalore,Veg,225,Canceled
O34280,13-11-2024,V5,Food Corner 5,E1621,Bangalore,Veg,203,Completed
O34330,13-11-2024,V4,Food Corner 4,E1622,Pune,Non-Veg,289,Completed
O34616,13-11-2024,V4,Food Corner 4,E1628,Chennai,Non-Veg,164,Canceled
O34664,13-11-2024,V2,Food Corner 2,E1629,Kolkata,Non-Veg,273,Completed
O34856,13-11-2024,V3,Food Corner 3,E1633,Delhi,Veg,195,Completed
O34950,13-11-2024,V5,Food Corner 5,E1635,Hyderabad,Non-Veg,247,Canceled
O35091,13-11-2024,V4,Food Corner 4,E1638,Lucknow,Veg,181,Completed
O35378,13-11-2024,V1,Food Corner 1,E1644,Bangalore,Veg,258,Completed
O35567,13-11-2024,V1,Food Corner 1,E1648,Delhi,Veg,267,Completed
O35979,13-11-2024,V1,Food Corner 1,E1657,Pune,Veg,103,Completed
O36030,13-11-2024,V5,Food Corner 5,E1658,Jaipur,Veg,196,Completed
O36169,13-11-2024,V2,Food Corner 2,E1661,Jaipur,Veg,272,Completed
O36452,13-11-2024,V3,Food Corner 3,E1667,Mumbai,Veg,214,Canceled
O36499,13-11-2024,V3,Food Corner 3,E1668,Bangalore,Veg,208,Canceled
O36692,13-11-2024,V4,Food Corner 4,E1672,Chennai,Veg,104,Canceled
O36785,13-11-2024,V2,Food Corner 2,E1674,Jaipur,Non-Veg,127,Completed
O36835,13-11-2024,V1,Food Corner 1,E1675,Pune,Veg,143,Completed
O36971,13-11-2024,V2,Food Corner 2,E1678,Kolkata,Non-Veg,179,Canceled
O37067,13-11-2024,V1,Food Corner 1,E1680,Pune,Non-Veg,290,Canceled
O37351,13-11-2024,V1,Food Corner 1,E1686,Bangalore,Non-Veg,148,Completed
O37541,13-11-2024,V1,Food Corner 1,E1690,Bangalore,Veg,185,Completed
O37680,13-11-2024,V3,Food Corner 3,E1693,Ahmedabad,Veg,160,Canceled
O37916,13-11-2024,V2,Food Corner 2,E1698,Lucknow,Non-Veg,176,Canceled
O37962,13-11-2024,V4,Food Corner 4,E1699,Jaipur,Non-Veg,286,Canceled
O38249,13-11-2024,V3,Food Corner 3,E1705,Ahmedabad,Non-Veg,125,Canceled
O38399,13-11-2024,V5,Food Corner 5,E1708,Delhi,Non-Veg,237,Canceled
O38587,13-11-2024,V5,Food Corner 5,E1712,Pune,Non-Veg,119,Canceled
O38633,13-11-2024,V4,Food Corner 4,E1713,Ahmedabad,Veg,101,Completed
O38682,13-11-2024,V5,Food Corner 5,E1714,Chennai,Non-Veg,246,Canceled
O38869,13-11-2024,V4,Food Corner 4,E1718,Hyderabad,Non-Veg,225,Canceled
O38916,13-11-2024,V5,Food Corner 5,E1719,Lucknow,Veg,241,Canceled
O39011,13-11-2024,V3,Food Corner 3,E1721,Chennai,Non-Veg,231,Canceled
O39196,13-11-2024,V2,Food Corner 2,E1725,Mumbai,Non-Veg,259,Canceled
O39292,13-11-2024,V5,Food Corner 5,E1727,Lucknow,Non-Veg,124,Completed
O39340,13-11-2024,V5,Food Corner 5,E1728,Pune,Veg,209,Completed
O39660,13-11-2024,V1,Food Corner 1,E1735,Bangalore,Veg,182,Completed
O39797,13-11-2024,V4,Food Corner 4,E1738,Bangalore,Veg,211,Canceled
O39941,13-11-2024,V4,Food Corner 4,E1741,Mumbai,Non-Veg,281,Completed
O40085,13-11-2024,V3,Food Corner 3,E1744,Mumbai,Non-Veg,102,Canceled
O40131,13-11-2024,V1,Food Corner 1,E1745,Mumbai,Non-Veg,252,Canceled
O40515,13-11-2024,V3,Food Corner 3,E1753,Lucknow,Veg,269,Completed
O40610,13-11-2024,V5,Food Corner 5,E1755,Jaipur,Non-Veg,123,Completed
O40845,13-11-2024,V1,Food Corner 1,E1760,Hyderabad,Veg,111,Completed
O41039,13-11-2024,V2,Food Corner 2,E1764,Lucknow,Veg,157,Completed
O41086,13-11-2024,V1,Food Corner 1,E1765,Pune,Veg,197,Completed
O41222,13-11-2024,V1,Food Corner 1,E1768,Jaipur,Veg,143,Canceled
O41364,13-11-2024,V5,Food Corner 5,E1771,Ahmedabad,Veg,225,Canceled
O41838,13-11-2024,V2,Food Corner 2,E1781,Mumbai,Veg,295,Canceled
O42071,13-11-2024,V3,Food Corner 3,E1786,Delhi,Non-Veg,112,Completed
O42313,13-11-2024,V5,Food Corner 5,E1791,Pune,Non-Veg,169,Canceled
O42359,13-11-2024,V3,Food Corner 3,E1792,Kolkata,Veg,292,Completed
O42547,13-11-2024,V2,Food Corner 2,E1796,Lucknow,Veg,286,Canceled
O42646,13-11-2024,V1,Food Corner 1,E1798,Ahmedabad,Non-Veg,160,Canceled
O42692,13-11-2024,V1,Food Corner 1,E1799,Mumbai,Veg,230,Canceled
O42783,13-11-2024,V4,Food Corner 4,E1801,Lucknow,Veg,163,Canceled
O42874,13-11-2024,V4,Food Corner 4,E1803,Lucknow,Non-Veg,151,Completed
O42968,13-11-2024,V4,Food Corner 4,E1805,Bangalore,Non-Veg,285,Canceled
O43443,13-11-2024,V2,Food Corner 2,E1815,Kolkata,Veg,153,Completed
O43533,13-11-2024,V5,Food Corner 5,E1817,Ahmedabad,Non-Veg,202,Canceled
O43675,13-11-2024,V2,Food Corner 2,E1820,Hyderabad,Non-Veg,239,Canceled
O43718,13-11-2024,V1,Food Corner 1,E1821,Delhi,Non-Veg,125,Completed
O43761,13-11-2024,V1,Food Corner 1,E1822,Lucknow,Non-Veg,262,Canceled
O44056,13-11-2024,V4,Food Corner 4,E1828,Pune,Non-Veg,120,Completed
O44149,13-11-2024,V5,Food Corner 5,E1830,Pune,Veg,247,Canceled
O44196,13-11-2024,V3,Food Corner 3,E1831,Lucknow,Non-Veg,149,Canceled
O44293,13-11-2024,V3,Food Corner 3,E1833,Kolkata,Non-Veg,213,Completed
O44483,13-11-2024,V2,Food Corner 2,E1837,Chennai,Non-Veg,173,Canceled
O44530,13-11-2024,V1,Food Corner 1,E1838,Ahmedabad,Veg,160,Canceled
